abatacepte;BRISTOL-MEYERS SQUIBB FARMACÊUTICA LTDA;ORENCIA;250 MG PO LIOF INJ CT FA + SER DESC;0;SIM
cloridrato de bupropiona;EMS S/A ;CLORIDRATO DE BUPROPIONA;150 MG COM REV LIB LENT CT BL AL AL X 60;138,15;NÃO
cloridrato de bupropiona;EUROFARMA LABORATÓRIOS LTDA;CLORIDRATO DE BUPROPIONA;150 MG COM REV CT BL AL AL X 60;150,5;NÃO
cloridrato de bupropiona;EUROFARMA LABORATÓRIOS LTDA;CLORIDRATO DE BUPROPIONA;150 MG COM REV CT BL AL/AL X 30;69,05;NÃO
cloridrato de bupropiona;EUROFARMA LABORATÓRIOS LTDA;CLORIDRATO DE BUPROPIONA;150 MG COM REV CT BL AL AL X 30;78,76;NÃO
cloridrato de bupropiona;EUROFARMA LABORATÓRIOS LTDA;BUP;150 MG COM REV CT BL AL/AL X 30;68,27;NÃO
cloridrato de bupropiona;EUROFARMA LABORATÓRIOS LTDA;BUP;150 MG COM REV CT BL AL/AL X 60;131,75;NÃO
cloridrato de bupropiona;LIBBS FARMACÊUTICA LTDA;ZETRON;150 MG REV LIB LENT CT BL AL PLAS INC X 10;26,44;NÃO
cloridrato de bupropiona;LIBBS FARMACÊUTICA LTDA;ZETRON;150 MG REV LIB LENT CT BL AL PLAS INC X 30;79,34;NÃO
cloridrato de bupropiona;NOVA QUÍMICA FARMACÊUTICA LTDA;CLORIDRATO DE BUPROPIONA;150 MG COM REV LIB PROL CT BL AL AL X 60;120,35;NÃO
cloridrato de bupropiona;NOVA QUÍMICA FARMACÊUTICA LTDA;CLORIDRATO DE BUPROPIONA;150 MG COM REV LIB PROL CT BL AL AL X 30;65,9;NÃO
cloridrato de bupropiona;NOVA QUÍMICA FARMACÊUTICA LTDA;NORADOP;150 MG COM REV LIB PROL CT BL AL AL X 30;48,98;NÃO
cloridrato de buspirona;BRISTOL-MEYERS SQUIBB FARMACÊUTICA LTDA;BUSPAR;5 MG COM CT BL AL PLAS INC X 20;16,85;NÃO
cloridrato de buspirona;BRISTOL-MEYERS SQUIBB FARMACÊUTICA LTDA;BUSPAR;10 MG COM CT BL AL PLAS INC X 20;25,84;NÃO
cloridrato de buspirona;LIBBS FARMACÊUTICA LTDA;ANSITEC;5 MG COM CT BL AL PLAS INC X 20;17,59;NÃO
cloridrato de buspirona;LIBBS FARMACÊUTICA LTDA;ANSITEC;10 MG COM CT BL AL PLAS INC X 20;31,54;NÃO
cloridrato de butenafina;BRAINFARMA IND. QUÍM. E FARMACÊUTICA LTDA;TEFIN;10 MG/G CREM DERM CT BG AL X 20 G;18,06;NÃO
cloridrato de cefepima;ASPEN PHARMA INDUSTRIA FARMACEUTICA LTDA;NEPECEF;1000 MG PÓ SOL INJ CX 50 FA VD INC;2695,74;NÃO
cloridrato de cefepima;ASPEN PHARMA INDUSTRIA FARMACEUTICA LTDA;NEPECEF;500 MG PÓ SOL INJ CX 50 FA VD INC + 50 AMP DIL X 1,5 ML;1812,81;NÃO
cloridrato de cefepima;ASPEN PHARMA INDUSTRIA FARMACEUTICA LTDA;NEPECEF;1000 MG PÓ SOL INJ CT FA VD INC;67,41;NÃO
cloridrato de cefepima;ASPEN PHARMA INDUSTRIA FARMACEUTICA LTDA;NEPECEF;1000 MG PÓ SOL INJ CX 50 FA VD INC + 50 AMP DIL X 3 ML;2855,94;NÃO
cloridrato de cefepima;ASPEN PHARMA INDUSTRIA FARMACEUTICA LTDA;NEPECEF;1G PO CX. 1FA + DIL X 3ML;80,08;NÃO
cloridrato de cefepima;ASPEN PHARMA INDUSTRIA FARMACEUTICA LTDA;NEPECEF;2G PO CX. 1FA;146,21;NÃO
cloridrato de cefepima;ASPEN PHARMA INDUSTRIA FARMACEUTICA LTDA;NEPECEF;500 MG PÓ SOL INJ CX 25 FA VD INC;824,81;NÃO
cloridrato de cefepima;ASPEN PHARMA INDUSTRIA FARMACEUTICA LTDA;NEPECEF;500 MG PÓ SOL INJ CX 50 FA VD INC;1649,61;NÃO
cloridrato de cefepima;ASPEN PHARMA INDUSTRIA FARMACEUTICA LTDA;NEPECEF;500 MG PÓ SOL INJ CX 25 FA VD INC + 25 AMP DIL X 1,5 ML;904,93;NÃO
cloridrato de cefepima;AUROBINDO PHARMA INDUSTRIA FARMACEUTICA LIMITADA;CLORIDRATO DE CEFEPIMA;2 G PO P/ SOL INJ CT FA VD INC;85,71;NÃO
cloridrato de cefepima;AUROBINDO PHARMA INDUSTRIA FARMACEUTICA LIMITADA;CLORIDRATO DE CEFEPIMA;1 G PO P/ SOL INJ CT  FA VD INC X  DIL AMP VD INC X 3 ML;49,45;NÃO
cloridrato de cefepima;AUROBINDO PHARMA INDUSTRIA FARMACEUTICA LIMITADA;CLORIDRATO DE CEFEPIMA;1 G PO P/ SOL INJ CT 25 FA VD INC  ;1135,68;NÃO
cloridrato de cefepima;AUROBINDO PHARMA INDUSTRIA FARMACEUTICA LIMITADA;CLORIDRATO DE CEFEPIMA;1 G PO P/ SOL INJ CT 25 FA VD INC + 25 DIL AMP VD INC X 3 ML;1236,62;NÃO
cloridrato de cefepima;AUROBINDO PHARMA INDUSTRIA FARMACEUTICA LIMITADA;CLORIDRATO DE CEFEPIMA;1 G PO P/ SOL INJ CT  FA VD INC ;50,2;NÃO
cloridrato de cefepima;ANTIBIÓTICOS DO BRASIL LTDA;CLORIDRATO DE CEFEPIMA;1G PÓ INJ CT FA VD INC X 20 ML + DIL AMP PLAS X 10 ML;49,92;NÃO
cloridrato de cefepima;ANTIBIÓTICOS DO BRASIL LTDA;CLORIDRATO DE CEFEPIMA;1G PÓ INJ IV CX 10 FA VD INC X 20 ML + 10 BOLS FLEXÍVEL (SIST FECH) X 100 ML;546,14;NÃO
cloridrato de cefepima;ANTIBIÓTICOS DO BRASIL LTDA;CLORIDRATO DE CEFEPIMA;2G PÓ INJ IV CX 10 FA VD INC X 50 ML + 10 BOLS FLEXÍVEL (SIST FECH) X 100 ML;954,45;NÃO
cloridrato de cefepima;ANTIBIÓTICOS DO BRASIL LTDA;CLORIDRATO DE CEFEPIMA;1G PÓ INJ CX 10 FA VD INC X 20 ML;499,32;NÃO
cloridrato de cefepima;ANTIBIÓTICOS DO BRASIL LTDA;CLORIDRATO DE CEFEPIMA;1G PÓ INJ CX 25 FA VD INC X 20 ML;1249;NÃO
cloridrato de cefepima;ANTIBIÓTICOS DO BRASIL LTDA;CLORIDRATO DE CEFEPIMA;2 G PÓ INJ IV CT FA VD INC X 50 ML;90,76;NÃO
cloridrato de cefepima;ANTIBIÓTICOS DO BRASIL LTDA;CLORIDRATO DE CEFEPIMA;2G PÓ INJ IV CT FA VD INC X 50 ML + BOLS FLEXÍVEL (SIST FECH) X 100 ML;95,43;NÃO
cloridrato de cefepima;ANTIBIÓTICOS DO BRASIL LTDA;CLORIDRATO DE CEFEPIMA;2G PÓ INJ IV CX 25 FA VD INC X 50 ML;2269,26;NÃO
cloridrato de cefepima;ANTIBIÓTICOS DO BRASIL LTDA;CLORIDRATO DE CEFEPIMA;2G PÓ INJ IV CT FA VD INC X 50 ML + DIL AMP PLAS X 10 ML;90,76;NÃO
cloridrato de cefepima;ANTIBIÓTICOS DO BRASIL LTDA;CLORIDRATO DE CEFEPIMA;1G PÓ INJ IV CT FA VD INC X 20 ML + BOLS FLEXÍVEL (SIST FECH) X 100 ML;54,62;NÃO
cloridrato de cefepima;ANTIBIÓTICOS DO BRASIL LTDA;CLORIDRATO DE CEFEPIMA;2G PÓ INJ IV CX 10 FA VD INC X 50 ML;907,7;NÃO
cloridrato de cefepima;ANTIBIÓTICOS DO BRASIL LTDA;CLORIDRATO DE CEFEPIMA;1G PÓ INJ CT FA VD INC X 20 ML;49,92;NÃO
cloridrato de cefepima;NOVAFARMA INDÚSTRIA FARMACÊUTICA LTDA;CLORIDRATO DE CEFEPIMA;2 G PÓ P/ SOL INJ CT 10 FA VD INC X 17 ML (EMB HOSP)  ;0;SIM
cloridrato de cefepima;NOVAFARMA INDÚSTRIA FARMACÊUTICA LTDA;CLORIDRATO DE CEFEPIMA;1 G PÓ P/ SOL INJ CT 10 FA VD INC X 17 ML (EMB HOSP) ;0;SIM
cloridrato de cefepima;NOVAFARMA INDÚSTRIA FARMACÊUTICA LTDA;CLORIDRATO DE CEFEPIMA;2 G PÓ P/ SOL INJ CT FA VD INC X 17 ML (EMB HOSP)  ;0;SIM
cloridrato de cefepima;NOVAFARMA INDÚSTRIA FARMACÊUTICA LTDA;CLORIDRATO DE CEFEPIMA;1 G PÓ P/ SOL INJ CT FA VD INC X 17 ML (EMB HOSP) ;0;SIM
cloridrato de cefepima;LABORATÓRIO TEUTO BRASILEIRO S.A.;CLOCEF;1 G PO INJ CT FR AMP VD AMB+ AMP DIL X 3,0 ML ( EMB HOSP);0;SIM
cloridrato de cefepima;LABORATÓRIO TEUTO BRASILEIRO S.A.;CLOCEF;2 G PO INJ CT FR AMP VD AMB (EMB HOSP);0;SIM
cloridrato de cefepima;LABORATÓRIO TEUTO BRASILEIRO S.A.;CLOCEF;2 G PO INJ CX 50 FR AMP VD AMB (EMB HOSP);0;SIM
cloridrato de cefepima;LABORATÓRIO TEUTO BRASILEIRO S.A.;CLOCEF;1 G PO INJ CX 50 FR AMP VD AMB (EMB HOSP);0;SIM
cloridrato de cefepima;INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA;CEMAX;CX. C/ 1 FA 2 G;0;SIM
cloridrato de cefepima;INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA;CEMAX;500 MG PO LIOF CT FA VD INC + AMP DIL X 1,5 ML;51,19;NÃO
cloridrato de cefepima;INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA;CEMAX;1,0 G PÓ LIOF CX 50 FA VD INC ;0;SIM
cloridrato de cefepima;INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA;CEMAX;1,0 G PÓ LIOF CX 50 FA VD INC + 50 AMP DIL X 3,0 ML;0;SIM
cloridrato de cefepima;INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA;CEMAX;2,0 G PÓ LIOF CX 50 FA VD INC ;0;SIM
cloridrato de cefepima;INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA;CEMAX;1,0 G PO LIOF CT FA VD INC + AMP DIL X 3,0 ML;0;SIM
cloridrato de cefepima;INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA;CLORIDRATO DE CEFEPIMA;1G PO P/ SOL INJ CT 50 FA VD INC + 9 MG/ML SOL INJ IV 50 BOLS PLAS PVC SIST FECH X 100 ML (EMB HOSP);0;SIM
cloridrato de cefepima;INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA;CLORIDRATO DE CEFEPIMA;2 G PO P/ SOL INJ CT 50 FA VD INC + 9 MG/ML SOL INJ IV 50 BOLS PLAS PVC SIST FECH X 100 ML (EMB HOSP);0;SIM
cloridrato de cefepima;INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA;CLORIDRATO DE CEFEPIMA;2 G PO P/ SOL INJ CT 10 FA VD INC + 9 MG/ML SOL INJ IV 10 BOLS PLAS PVC SIST FECH X 100 ML (EMB HOSP);0;SIM
cloridrato de cefepima;INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA;CLORIDRATO DE CEFEPIMA;2 G PO P/ SOL INJ CT 01 FR VD INC;0;SIM
cloridrato de cefepima;INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA;CLORIDRATO DE CEFEPIMA;1G PO P/ SOL INJ CT 50 FA VD INC (EMB HOSP);0;SIM
cloridrato de cefepima;INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA;CLORIDRATO DE CEFEPIMA;1G PO P/ SOL INJ CT 10 FA VD INC + 9 MG/ML SOL INJ IV 10 BOLS PLAS PVC SIST FECH X 100 ML (EMB HOSP);0;SIM
cloridrato de cefepima;INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA;CLORIDRATO DE CEFEPIMA;1G PO P/ SOL INJ CT 01 FA VD INC + 9 MG/ML SOL INJ IV 01 BOLS PLAS PVC SIST FECH X 100 ML;0;SIM
cloridrato de cefepima;INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA;CLORIDRATO DE CEFEPIMA;1G PO P/ SOL INJ CT 01 FA VD INC;0;SIM
cloridrato de cefepima;INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA;CLORIDRATO DE CEFEPIMA;2 G PO P/ SOL INJ CT 50 FR VD INC (EMB HOSP);0;SIM
cloridrato de cefepima;INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA;CLORIDRATO DE CEFEPIMA;2 G PO P/ SOL INJ CT 01 FA VD INC + 9 MG/ML SOL INJ IV 01 BOLS PLAS PVC SIST FECH X 100 ML;0;SIM
cloridrato de cefepima;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;CEFEPIM;1 G PÓ INJ CT FA VD AMB + AMP VD INC X 3 ML;70,46;NÃO
cloridrato de cefepima;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;CEFEPIM;2 G PÓ INJ CT FA VD AMB;128,32;NÃO
cloridrato de cefepima;EUROFARMA LABORATÓRIOS LTDA;CLORIDRATO DE CEFEPIMA;2 G PÓ P/ SOL INJ CT 25 FA VD INC ;2321,03;NÃO
cloridrato de cefepima;EUROFARMA LABORATÓRIOS LTDA;CLORIDRATO DE CEFEPIMA;1 G PÓ P/ SOL INJ CT 50 FA VD INC + 50 AMP PLAS DIL X 3 ML (EMB HOSP);0;SIM
cloridrato de cefepima;EUROFARMA LABORATÓRIOS LTDA;CLORIDRATO DE CEFEPIMA;2 G PÓ P/ SOL INJ FA VD INC;101,5;NÃO
cloridrato de cetamina;INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA;CLORTAMINA;50 MG/ML SOL INJ CX 05 FA VD INC X 10 ML(REST HOSP);0;SIM
cloridrato de cetamina;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;KETAMIN-S;50MG/ML-5FR. 10ML;0;SIM
cloridrato de cetamina;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;KETAMIN-S;50 MG/ML SOL INJ CX 25 AMP VD INC X 2 ML;0;SIM
cloridrato de cetamina;LABORATÓRIOS PFIZER LTDA;KETALAR;10ML X 5 AMP;342,9;NÃO
cloridrato de ciclobenzaprina;EMS SIGMA PHARMA LTDA;MUSCUPRINA;10 MG COM REV CT BL AL PLAS OPC X 15;14,58;NÃO
cloridrato de ciclobenzaprina;EMS SIGMA PHARMA LTDA;MUSCUPRINA;10 MG COM REV CT BL AL PLAS OPC X 30;41,76;NÃO
cloridrato de ciclobenzaprina;LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA;CLORIDRATO DE CICLOBENZAPRINA;5MG COM REV CT BL AL PLAS OPC X 30;22,96;NÃO
cloridrato de ciclobenzaprina;LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA;CLORIDRATO DE CICLOBENZAPRINA;10 MG COM REV CT BL AL PLAS OPC X 15;12,74;NÃO
cloridrato de ciclobenzaprina;LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA;CLORIDRATO DE CICLOBENZAPRINA;10 MG COM REV CT BL AL PLAS OPC X 30;25,53;NÃO
cloridrato de ciclobenzaprina;LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA;CLORIDRATO DE CICLOBENZAPRINA;5MG COM REV CT BL AL PLAS OPC X 15;11,44;NÃO
cloridrato de ciclobenzaprina;LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA;MIOFIBRAX;10 MG COM REV CT BL AL PLAS OPC X 30;29,21;NÃO
cloridrato de ciclobenzaprina;LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA;MIOFIBRAX;5 MG COM REV CT BL AL PLAS OPC X 30;13,16;NÃO
cloridrato de ciclobenzaprina;LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA;MIOFIBRAX;5 MG COM REV CT BL AL PLAS OPC X 15;6,57;NÃO
cloridrato de ciclobenzaprina;LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA;MIOFIBRAX;10 MG COM REV CT BL AL PLAS OPC X 15;14,58;NÃO
cloridrato de ciclobenzaprina;MANTECORP INDÚSTRIA QUÍMICA E FARMACÊUTICA LTDA;CIZAX;10 MG COM CT BL AL PLAS INC X 30;38,92;NÃO
cloridrato de ciclobenzaprina;MANTECORP INDÚSTRIA QUÍMICA E FARMACÊUTICA LTDA;CIZAX;10 MG COM CT BL AL PLAS INC X 10;12,98;NÃO
cloridrato de ciclobenzaprina;MANTECORP INDÚSTRIA QUÍMICA E FARMACÊUTICA LTDA;CIZAX;5 MG COM CT BL AL PLAS INC X 30;34,99;NÃO
cloridrato de ciclobenzaprina;MANTECORP INDÚSTRIA QUÍMICA E FARMACÊUTICA LTDA;CIZAX;5 MG COM CT BL AL PLAS INC X 10;11,67;NÃO
cloridrato de ciclobenzaprina;MANTECORP INDÚSTRIA QUÍMICA E FARMACÊUTICA LTDA;CIZAX;10 MG COM CT BL AL PLAS INC X 4;5,19;NÃO
cloridrato de ciclobenzaprina;MANTECORP INDÚSTRIA QUÍMICA E FARMACÊUTICA LTDA;CIZAX;5 MG COM CT BL AL PLAS INC X 4;4,66;NÃO
cloridrato de ciclobenzaprina;GERMED FARMACEUTICA LTDA;CLORIDRATO DE CICLOBENZAPRINA;5 MG COM REV CT BL AL PLAS OPC X 10;7,63;NÃO
cloridrato de ciclobenzaprina;GERMED FARMACEUTICA LTDA;CLORIDRATO DE CICLOBENZAPRINA;10 MG COM REV CT BL AL PLAS OPC X 30;25,53;NÃO
cloridrato de ciclobenzaprina;GERMED FARMACEUTICA LTDA;CLORIDRATO DE CICLOBENZAPRINA;10 MG COM REV CT BL AL PLAS OPC X 10;8,48;NÃO
cloridrato de ciclobenzaprina;GERMED FARMACEUTICA LTDA;CLORIDRATO DE CICLOBENZAPRINA;10 MG COM REV CT BL AL PLAS OPC X 15;12,74;NÃO
cloridrato de ciclobenzaprina;GERMED FARMACEUTICA LTDA;CLORIDRATO DE CICLOBENZAPRINA;5 MG COM REV CT BL AL PLAS OPC X 15;11,46;NÃO
cloridrato de ciclobenzaprina;GERMED FARMACEUTICA LTDA;CLORIDRATO DE CICLOBENZAPRINA;5 MG COM REV CT BL AL PLAS OPC X 30;22,95;NÃO
cloridrato de ciclobenzaprina;LABORATÓRIOS BIOSINTÉTICA LTDA;CLORIDRATO DE CICLOBENZAPRINA;5 MG COM REV CT BL AL PLAS INC X 15;11,46;NÃO
cloridrato de ciclobenzaprina;LABORATÓRIOS BIOSINTÉTICA LTDA;CLORIDRATO DE CICLOBENZAPRINA;10 MG COM REV CT BL AL PLAS INC X 30 ;25,55;NÃO
cloridrato de ciclobenzaprina;LABORATÓRIOS BIOSINTÉTICA LTDA;CLORIDRATO DE CICLOBENZAPRINA;5 MG COM REV CT BL AL PLAS INC X 30;22,95;NÃO
cloridrato de ciclobenzaprina;LABORATÓRIOS BIOSINTÉTICA LTDA;CLORIDRATO DE CICLOBENZAPRINA;10 MG COM REV CT BL AL PLAS INC X 15;12,76;NÃO
cloridrato de ciclobenzaprina;EMS S/A ;CLORIDRATO DE CICLOBENZAPRINA;5 MG COM REV CT BL AL PLAS OPC X 30;22,95;NÃO
cloridrato de ciclobenzaprina;EMS S/A ;CLORIDRATO DE CICLOBENZAPRINA;10 MG COM REV CT BL AL PLAS OPC X 10;8,48;NÃO
cloridrato de ciclobenzaprina;EMS S/A ;CLORIDRATO DE CICLOBENZAPRINA;10 MG COM REV CT BL AL PLAS OPC X 15;12,74;NÃO
cloridrato de ciclobenzaprina;EMS S/A ;CLORIDRATO DE CICLOBENZAPRINA;10 MG COM REV CT BL AL PLAS OPC X 30;25,53;NÃO
cloridrato de ciclobenzaprina;EMS S/A ;BENZIFLEX;10 MG COM REV CT BL AL PLAS OPC X 30;29,21;NÃO
cloridrato de ciclobenzaprina;EMS S/A ;BENZIFLEX;10 MG COM REV CT BL AL PLAS OPC X 15;14,58;NÃO
cloridrato de ciclobenzaprina;ACHÉ LABORATÓRIOS FARMACÊUTICOS S/A;MIRTAX;5 MG COM REV CT BL AL PLAS INC X 10;11,76;NÃO
cloridrato de ciclobenzaprina;ACHÉ LABORATÓRIOS FARMACÊUTICOS S/A;MIRTAX;10 MG COM REV CT BL AL PLAS INC X 10 ;13,08;NÃO
cloridrato de ciclobenzaprina;ACHÉ LABORATÓRIOS FARMACÊUTICOS S/A;CLORIDRATO DE CICLOBENZAPRINA;5 MG COM REV CT BL AL PLAS INC X 15;11,46;NÃO
cloridrato de ciclobenzaprina;ACHÉ LABORATÓRIOS FARMACÊUTICOS S/A;CLORIDRATO DE CICLOBENZAPRINA;10 MG COM REV CT BL AL PLAS INC X 15;12,76;NÃO
cloridrato de ciclobenzaprina;ACHÉ LABORATÓRIOS FARMACÊUTICOS S/A;CLORIDRATO DE CICLOBENZAPRINA;10 MG COM REV CT BL AL PLAS INC X 30;25,55;NÃO
cloridrato de ciclobenzaprina;ACHÉ LABORATÓRIOS FARMACÊUTICOS S/A;CLORIDRATO DE CICLOBENZAPRINA;5 MG COM REV CT BL AL PLAS INC X 30;22,95;NÃO
cloridrato de ciclobenzaprina;EUROFARMA LABORATÓRIOS LTDA;CLORIDRATO DE CICLOBENZAPRINA;5 MG COM REV CT BL AL PLAS INC X 15;11,47;NÃO
cloridrato de ciclobenzaprina;EUROFARMA LABORATÓRIOS LTDA;CLORIDRATO DE CICLOBENZAPRINA;10 MG COM REV CT BL AL PLAS INC X 15;12,77;NÃO
cloridrato de ciclobenzaprina;EUROFARMA LABORATÓRIOS LTDA;CLORIDRATO DE CICLOBENZAPRINA;5 MG COM REV CT BL AL PLAS INC X 30 ;22,97;NÃO
cloridrato de ciclobenzaprina;EUROFARMA LABORATÓRIOS LTDA;CLORIDRATO DE CICLOBENZAPRINA;10 MG COM REV CT BL AL PLAS INC X 30  ;25,56;NÃO
cloridrato de ciclobenzaprina;EUROFARMA LABORATÓRIOS LTDA;MUSCULARE;5MG COM REV CT BL AL PLAS INC X 4 ;3,06;NÃO
cloridrato de ciclobenzaprina;EUROFARMA LABORATÓRIOS LTDA;MUSCULARE;5MG COM REV CT BL AL PLAS INC X 7;5,35;NÃO
cloridrato de ciclobenzaprina;EUROFARMA LABORATÓRIOS LTDA;MUSCULARE;10MG COM REV CT BL AL PLAS INC X 7;5,96;NÃO
cloridrato de ciclobenzaprina;EUROFARMA LABORATÓRIOS LTDA;MUSCULARE;5 MG COM REV CT BL AL PLAS INC X 15;11,47;NÃO
cloridrato de ciclobenzaprina;EUROFARMA LABORATÓRIOS LTDA;MUSCULARE;5MG COM REV CT BL AL PLAS INC X 10;7,65;NÃO
cloridrato de ciclobenzaprina;EUROFARMA LABORATÓRIOS LTDA;MUSCULARE;10MG COM REV CT BL AL PLAS INC X 15;12,77;NÃO
cloridrato de ciclobenzaprina;EUROFARMA LABORATÓRIOS LTDA;MUSCULARE;10MG COM REV CT BL AL PLAS INC X 30;25,56;NÃO
cloridrato de ciclobenzaprina;EUROFARMA LABORATÓRIOS LTDA;MUSCULARE;10MG COM REV CT BL AL PLAS INC X 4 ;3,39;NÃO
cloridrato de ciclobenzaprina;EUROFARMA LABORATÓRIOS LTDA;MUSCULARE;10MG COM REV CT BL AL PLAS INC X 10;8,52;NÃO
cloridrato de ciclobenzaprina;EUROFARMA LABORATÓRIOS LTDA;MUSCULARE;5 MG COM REV CT BL AL PLAS INC X 30;22,97;NÃO
cloridrato de ciclobenzaprina;NOVA QUÍMICA FARMACÊUTICA LTDA;CLORIDRATO DE CICLOBENZAPRINA;10 MG COM REV CT BL AL PLAS OPC X 30;25,54;NÃO
cloridrato de ciclobenzaprina;NOVA QUÍMICA FARMACÊUTICA LTDA;CLORIDRATO DE CICLOBENZAPRINA;10 MG COM REV CT BL AL PLAS OPC X 15;12,74;NÃO
cloridrato de ciclobenzaprina;NOVA QUÍMICA FARMACÊUTICA LTDA;CLORIDRATO DE CICLOBENZAPRINA;10 MG COM REV CT BL AL PLAS OPC X 10;8,49;NÃO
cloridrato de ciclopentolato;ALLERGAN PRODUTOS FARMACÊUTICOS LTDA;CICLOPLÉGICO;SOL OFT CT 1 FR TRANS GOT X 5 ML;7,82;NÃO
cloridrato de ciclopentolato;LATINOFARMA INDÚSTRIAS FARMACÊUTICAS LTDA;CICLOLATO;10 MG/ML SOL OFT CT FR PLAS TRANS GOT X 5 ML;7,93;NÃO
cloridrato de cimetidina;LABORATÓRIO TEUTO BRASILEIRO S.A.;CLORIDRATO DE CIMETIDINA;150 MG/ML SOL INJ CX 120 AMP VD INC X 2 ML (EMB HOSP);0;SIM
cloridrato de cimetidina;LABORATÓRIO TEUTO BRASILEIRO S.A.;CLORIDRATO DE CIMETIDINA;150 MG/ML SOL INJ CX 100 AMP VD INC X 2ML (EMB HOSP);0;SIM
cloridrato de cimetidina;GLAXO SMITHKLINE BRASIL LTDA;TAGAMET;200 MG COMP REV 2 BL 20;48,95;NÃO
cloridrato de cimetidina;GLAXO SMITHKLINE BRASIL LTDA;TAGAMET;400 MG COMP REV 2 BL 8;38,54;NÃO
cloridrato de cimetidina;GLAXO SMITHKLINE BRASIL LTDA;TAGAMET;200 MG COMP REV BL 10;12,67;NÃO
cloridrato de cinacalcete;MANTECORP INDÚSTRIA QUÍMICA E FARMACÊUTICA LTDA;MIMPARA;60 MG COM REV CT FR PLAS OPC X 30 ;1456,53;NÃO
cloridrato de cinacalcete;MANTECORP INDÚSTRIA QUÍMICA E FARMACÊUTICA LTDA;MIMPARA;30 MG COM REV CT FR PLAS OPC X 30;744,76;NÃO
cloridrato de cinacalcete;MANTECORP INDÚSTRIA QUÍMICA E FARMACÊUTICA LTDA;MIMPARA;90 MG COM REV CT FR PLAS OPC X 30;2085,88;NÃO
cloridrato de ciprofloxacino;PHARLAB INDÚSTRIA FARMACÊUTICA LTDA;CIPROFLONAX;500 MG COM REV CT BL AL PLAS INC X 500;1094,5;NÃO
cloridrato de ciprofloxacino;GEOLAB INDÚSTRIA FARMACÊUTICA LTDA;CLORIDRATO DE CIPROFLOXACINO;500 MG COM REV CT BL AL PLAS INC X 300 (EMB HOSP);0;SIM
cloridrato de ciprofloxacino;GEOLAB INDÚSTRIA FARMACÊUTICA LTDA;CLORIDRATO DE CIPROFLOXACINO;500 MG COM REV CT BL AL PLAS INC X 14;137,25;NÃO
cloridrato de ciprofloxacino;LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA;CLORIDRATO DE CIPROFLOXACINO;500 MG COM REV CT BL AL PLAS OPC X 14;137,25;NÃO
cloridrato de ciprofloxacino;LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA;OTOGRAN;3,0 MG/ML SOL OTO CT FR PLAS OPC GOT X 10 ML;45,26;NÃO
cloridrato de ciprofloxacino;BAYER S.A;CIPRO;0,2% SOL INJ ENV AL BOLS PVC X 100 ML ( REST HOSP) ;0;SIM
cloridrato de ciprofloxacino;LABORATÓRIO GLOBO LTDA;CLORIDRATO DE CIPROFLOXACINO;500 MG COM REV CT BL AL PLAS INC X 500 (EMB HOSP);0;SIM
cloridrato de ciprofloxacino;LABORATÓRIO GLOBO LTDA;CLORIDRATO DE CIPROFLOXACINO;500 MG COM REV CT BL AL PLAS INC X 6 ;36,96;NÃO
